Nome;Indirizzo;Città;Nazione;Prezzo;Prezzo Medio;Tipo di cucina;Longitude;Latitude;Prenotazione Online;Delivery
Withee Laab;94-120 Charoen Muang Road;Chiang Mai; Thailand;?;40;Northern Thai;99007336;187871149;NO;NO
Baan Rearn Mai;Ban Khok Kloi - Na Tai;Phang-Nga; Thailand;??;40;Seafood;98299873;82783363;NO;SI
Klai Lib;126 Bangsaenlang Road;Chon Buri; Thailand;?;40;Thai;1009252161;132694534;NO;NO
Fuego;2F;Bangkok; Thailand;???;70;Spanish Contemporary;1005818174;137328835;NO;SI
Baan Suriyasai;174 Surawong Road;Bangkok; Thailand;???;70;Thai;1005277622;137291293;NO;SI
Santi;101-17 Chawala Nok Road;Ubon Ratchathani; Thailand;??;40;Thai-Chinese;1048466068;152336056;NO;SI
Meesapam Khun Yai Chian;56/8;Phuket; Thailand;??;40;Thai-Chinese;98391828;7947671;SI;SI
Kiti Panit;19 Tha Phae Road;Chiang Mai; Thailand;??;40;Northern Thai;989990343;187723871;SI;SI
Baan Mai Rim Nahm;43/1 Mu 2;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005696049;143480559;SI;SI
Nai Liak Beef Noodles;6/7 Pa Maphrao Road;Phra Nakhon Si Ayutthaya; Thailand;?;40;Noodles;1005786542;143621885;NO;SI
Baan Pomphet;13/5 U Thong Road;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005764654;143464255;NO;SI
Sang Ka Sri;262/8 Yaowarat Road;Phuket; Thailand;??;40;Thai;983777623;79033455;SI;NO
Krua Taan;65/16 Mu 7;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005920237;143602614;SI;SI
Suriyan Chandra;38 Mu 7;Phra Nakhon Si Ayutthaya; Thailand;???;70;Thai;1004524496;143249412;NO;NO
La Cucina;Andaz Pattaya Jomtien Beach  345 Mu 3;Chon Buri; Thailand;??;40;Italian;100910924;127928542;NO;NO
Khao Tom Ped Jek Tong;421/1 Vachira Prakarn Road;Chon Buri; Thailand;?;40;Small eats;100982265;1335378;SI;NO
Bisou;68 Soi Langsuan 9;Bangkok; Thailand;??;40;Modern Cuisine;1005420893;137376896;SI;SI
Mae Pong Sri;42/99 Mu 9;Chon Buri; Thailand;?;40;Small eats;1008993169;129283854;SI;NO
Phae Krung Kao;4/1 U Thong Road;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005812264;143484901;SI;NO
hom;InterContinental Phuket Resort;Phuket; Thailand;???;70;Modern Cuisine;982852539;79625956;NO;SI
Garlic;44 Soi Chotiwat;Bangkok; Thailand;??;40;Thai;1005372579;138169517;SI;SI
Juksunchae;5F;Bangkok; Thailand;???;70;Korean, Contemporary;1005494693;137405018;SI;NO
Den Kushi Flori;LGF;Bangkok; Thailand;????;100;Japanese;1005406109;137436835;SI;SI
Small Dinner Club;1109 Charoen Krung Road;Bangkok; Thailand;????;100;Innovative;1005159868;137279501;NO;SI
Chuan Kitchen;50/666 Mu 6;Nonthaburi; Thailand;??;40;South East Asian;1005426776;13915142;NO;NO
Riva del Fiume;LF;Bangkok; Thailand;???;70;Italian;1005108672;13711956;SI;NO
Tiffin by La Sala;Anantara Mai Khao Phuket Villas;Phuket; Thailand;??;40;Indian;982979145;81585535;NO;NO
Ruen Jarung;67/3 Mu 2;Phra Nakhon Si Ayutthaya; Thailand;???;70;Thai;1006016118;143017247;NO;NO
Praya Dining;Praya Palazzo 757/1 Soi Somdet Phra Pin Klao 2;Bangkok; Thailand;??;40;Thai;1004935985;137658328;SI;SI
Kampun Gai Yang;94/7 Mu 6;Phra Nakhon Si Ayutthaya; Thailand;??;40;Isan;1006022782;143505911;NO;NO
Angeum;55/17 Mu 7;Phra Nakhon Si Ayutthaya; Thailand;??;40;Vietnamese;1006034507;143328868;NO;NO
Khaotom Chedi;254/14 Rochana Road;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;1005915574;143543607;NO;SI
Nitan;177/38 Mu 6;Phuket; Thailand;???;70;Southern Thai, Contemporary;983295793;79796984;NO;SI
FishHouse;Kimpton Kitalay Samui;Ko Samui; Thailand;???;70;European;1000800032;95743154;NO;NO
Vilas;Unit E103;Bangkok; Thailand;????;100;Thai contemporary;1005286612;137240394;SI;NO
Jampa;The Community House;Phuket; Thailand;???;70;European Contemporary;983173679;80396599;SI;SI
Chom Chan;242/2 Yaowarat Road;Phuket; Thailand;??;40;Southern Thai;983821551;79004798;SI;SI
Tumkratoei Sagate;88-89 Mu 20;Khon Kaen; Thailand;??;40;Isan;1027850221;164520331;SI;SI
Sanyod (Bang Rak);89 Soi Charat Wiang;Bangkok; Thailand;??;40;Chinese;1005176462;137187862;NO;SI
Loba Bang Niao;18/61 Mae Luan Road;Phuket; Thailand;?;40;Small eats;9839092;788271;SI;SI
Talung Thai;GF;Phuket; Thailand;???;70;Thai;9826248;7932881;SI;SI
The Thai Library;Trisara Resort;Phuket; Thailand;???;70;Thai;982759199;80357554;SI;SI
Huen Lamphun (Taling Chan);64/233 Mu 5;Bangkok; Thailand;?;40;Northern Thai;10042802;13793394;SI;NO
Indus;71 Soi Sukhumvit 26;Bangkok; Thailand;??;40;Indian;1005700912;137237635;SI;SI
Saawaan;39/19 Soi Suan Phlu;Bangkok; Thailand;???;70;Thai contemporary;10053741;13721809;SI;NO
Maadae;86-88 Thapae Road;Chiang Mai; Thailand;??;40;Seafood;990009199;18788074;SI;SI
Talung;8 Chotana Road Soi 12;Chiang Mai; Thailand;??;40;Southern Thai;989864371;188238549;SI;NO
Guay Tiew Pet Tun Saraphi;80 Mu 3;Chiang Mai; Thailand;?;40;Street Food;990446951;18680254;SI;SI
Koh Thai Kitchen;Four Seasons Resort Koh Samui;Ko Samui; Thailand;???;70;Thai;999239852;95734478;NO;NO
Kaow Laor;11/4 Mu 6;Phra Nakhon Si Ayutthaya; Thailand;??;40;Thai;100607785;1432963;NO;NO
Mook Manee;1120 Wiset Road;Phuket; Thailand;??;40;Seafood;983285527;77756537;NO;SI
Jhol;7/2 Soi Sukhumvit 18;Bangkok; Thailand;???;70;Indian;1005628649;137337913;SI;SI
Khun Thip's Satay;184 Phet Kasem Road;Phang-Nga; Thailand;?;40;Street Food;985312725;846182;SI;NO
Blue Elephant;96 Krabi Road;Phuket; Thailand;???;70;Thai;9838458;788612;NO;NO
Chomjan;119/1 Mu 8;Ubon Ratchathani; Thailand;??;40;Thai;1048745159;15223032;NO;NO
Philippe;20/15-17 Soi Sukhumvit 39;Bangkok; Thailand;???;70;French;1005711587;137326935;SI;SI
Charoen Saeng Silom;492/6 Soi Charoen Krung 49;Bangkok; Thailand;?;40;Street Food;100516869;137228038;SI;SI
The Local;32 Soi Sukhumvit 23;Bangkok; Thailand;??;40;Thai;1005635;137409221;NO;NO
Chef Man (Sathon);3F;Bangkok; Thailand;??;40;Cantonese;100521736;13719142;SI;NO
Chakrabongse Dining;396/1 Maha Rat Road;Bangkok; Thailand;???;70;Thai;1004929369;137439558;SI;SI
Banya;317 Tiwanon Road;Nonthaburi; Thailand;??;40;Thai;10051859;13854976;SI;NO
Cuisine de Garden;99 Mu 11;Chiang Mai; Thailand;???;70;Innovative;989359574;187176251;NO;SI
The Ranch;The Ritz-Carlton Koh Samui;Ko Samui; Thailand;????;100;Steakhouse;1000778936;95834827;SI;NO
Kao Lao Siang Ji;8 Sathityutitham Road;Khon Kaen; Thailand;?;40;Small eats;1028366176;164313484;NO;NO
Kaen;140/64 Adunyaram Soi 7;Khon Kaen; Thailand;??;40;Thai contemporary;1028257301;164639522;SI;NO
Rabiang Patchanee;53/1 Bannon Road;Udon Thani; Thailand;??;40;Thai;1027845975;174194777;SI;SI
Baan Chik Pork Noodles;89/3-4 Naresoun Road;Udon Thani; Thailand;?;40;Noodles;1027851461;174023448;SI;NO
Khanom Jeen Baan Bang Kan;Mu 4;Phang-Nga; Thailand;?;40;Noodles;984660963;85485366;SI;NO
Khanom Chin Pa Son;3 Borirak Bamrung Road;Phang-Nga; Thailand;?;40;Noodles;985328638;8466571;SI;NO
Jok's Kitchen (Pom Prap Sattru Phai);23 Soi Charoen Krung 21;Bangkok; Thailand;???;70;Thai-Chinese;100511482;137458494;NO;NO
Scarlett;37F;Bangkok; Thailand;???;70;French;100525907;137259802;SI;SI
Jadjan;4/27 Sakdidet Road;Phuket; Thailand;?;40;Street Food;9838045;786463;NO;SI
Tempura Kanda;1F;Bangkok; Thailand;????;100;Tempura;1005820163;137307029;NO;NO
Somboon Seafood (Bang Rak);169;Bangkok; Thailand;??;40;Thai-Chinese;1005266804;137283257;NO;NO
Thana Ocha;29 Ratchawong Road;Chiang Mai; Thailand;?;40;Noodles;989983395;187910975;NO;SI
5 SEN:SES by Mario Aliberti;Blumenstraße 19;Karlsruhe; Germany;€€€;70;International, Italian;83967232;490082085;SI;SI
GLORIE;Brandshofer Deich 68;Hamburg; Germany;€€€€;100;Classic Cuisine, Contemporary;100285679;535374345;NO;NO
Koer;Maria-Louisen-Straße 3;Hamburg; Germany;€€€€;100;Creative, Modern Cuisine;99960681;535839548;SI;NO
buffet Kull bar;Marienstraße 4;Munich; Germany;€€€;70;International, Steakhouse;115807487;481365613;NO;SI
Ehemalige Sparkasse;Schrannengasse 1;Dinkelsbühl; Germany;€€;40;Regional Cuisine, Seasonal Cuisine;103185852;490700425;SI;NO
Anglerstuben;Reichenaustraße 51;Constance; Germany;€€€;70;Regional Cuisine, Norwegian;91601698;476720103;SI;NO
Silberstreif;Schindelbruch 1;Südharz; Germany;€€€€;100;Regional Cuisine, Modern Cuisine;110003542;515895097;NO;NO
Yabase;Klosterstraße 70;Düsseldorf; Germany;€€€;70;Japanese, Asian;67887028;512248029;NO;SI
O Secadeiro;Lugar de Banzas 18;Serra de Outes; Spain;€€;40;Farm to table;-88968902;428876277;NO;NO
Arrocería Pinedo Beach;Carrera del Riu 426;Pinedo; Spain;€€;40;Rice Dishes, Regional Cuisine;-3412383;394245353;SI;SI
Árido by Ramsés González;Rúa 27;Tudela; Spain;€€€€;100;Contemporary;-16065421;420641279;SI;SI
Tragatá Málaga;Alameda Principal 3;Malaga; Spain;€€;40;Contemporary;-44214488;367177928;NO;SI
Imprevisto;Bailèn 104;Barcelona; Spain;€€;40;Contemporary;21706687;413970272;SI;NO
Los Caños;Plaza de San Martín 5;Haro; Spain;€€;40;Regional Cuisine, Traditional Cuisine;-284626;4257789;NO;NO
Mambo;Paseo de Mallorca 3;Palma; Spain;€€;40;Traditional Cuisine;26414237;395725343;SI;SI
Bistronómika;Ibiza 44;Madrid; Spain;€€€;70;Seafood;-36733221;404180215;SI;NO
Can Jepet;Molló 11;Setcases; Spain;€€;40;Catalan;23023613;423757707;NO;NO
La Vaquería;Carretera Benimagrell 52;El Campello; Spain;€€;40;Traditional Cuisine, Grills;-4172344;383900536;SI;NO
Celler Joan Pàmies;Masferrer 9;Riudoms; Spain;€€€;70;Regional Cuisine;10511287;411366374;SI;NO
Augusto;Mercado 1;San Vicente de la Barquera; Spain;€€;40;Seafood;-43996808;433832136;NO;NO
Modesto;Carretera Ferrol-Cobas 89;Ferrol; Spain;€€;40;Seafood;-824138;43499813;SI;SI
Haku;Gran Vía del Marqués del Turia 62;Valencia; Spain;€€€;70;Japanese Contemporary;-36699;3946762;SI;SI
A Mar;Latorre 8;Jerez de la Frontera; Spain;€€;40;Traditional Cuisine;-61385788;366823321;SI;SI
Reccapolis;Carretera Sant Joan 68;Ripoll; Spain;€€;40;Traditional Cuisine;21998109;422088193;NO;NO
La Ultramar;Padre Amoedo Carballo 3;Pontevedra; Spain;€;40;Fusion;-86418722;424333237;NO;SI
La Llorería;San Lorenzo 4;Madrid; Spain;€€;40;Modern Cuisine;-36995575;404252751;NO;SI
Santa Mariana;Camí de Loreto s/n;Alaior; Spain;€€€;70;Creative;41685821;399241793;NO;SI
1742;Major 3;Eivissa; Spain;€€€€;100;Creative;14356286;38906983;NO;SI
Rural;Marqués de Cubas 8;Madrid; Spain;€€€;70;Meats and Grills;-36955708;40417102;SI;NO
Casa Silvano-Maracaibo;Paseo de Ezequiel González 25;Segovia; Spain;€€;40;Contemporary, Traditional Cuisine;-41218281;409451959;NO;SI
Candlelight;Plaza de la Rosaleda;S'Agaró; Spain;€€€;70;Contemporary, Classic Cuisine;30556861;417908102;SI;SI
Las Redes;Avenida de los Soportales 24;San Vicente de la Barquera; Spain;€€;40;Seafood;-43983856;433852851;NO;SI
Cibus;Plaza Primero de Mayo 13;Úbeda; Spain;€€€;70;Creative;-33669073;380093141;SI;SI
O Camiño do Inglés;Espartero 77-79;Ferrol; Spain;€€€;70;Modern Cuisine;-82448745;434794991;SI;SI
L'Atelier Dagà Clos;Panedes 31;Llagostera; Spain;€€;40;Traditional Cuisine;2896069;41828724;NO;NO
Asador Lechazo Aranda;Tetuán 15;Santander; Spain;€€;40;Meats and Grills;-37954727;434656061;SI;SI
Sábrego;O Cotiño;San Andrés de Camporredondo; Spain;€€€;70;Traditional Cuisine, Modern Cuisine;-81085261;423214323;NO;NO
Asiak?;Marqués de Riscal 5;Madrid; Spain;€€€;70;Fusion;-36916946;404306194;NO;NO
Bell-Lloc;Carretera Sant Feliu a Girona;Santa Cristina d'Aro; Spain;€€;40;Catalan;29795245;418228675;NO;SI
El Muro;Paseo de las Cobijadas 1;Vejer de la Frontera; Spain;€€;40;Contemporary, Andalusian;-59639505;362522401;SI;SI
Cal Pere del Maset;Ponent 20;Sant Pau d'Ordal; Spain;€€;40;Traditional Cuisine;1795256;4138282;SI;SI
Echaurren Tradición;Padre José García 19;Ezcaray; Spain;€€€;70;Traditional Cuisine;-30144575;42325741;SI;SI
El Remedio;Barrio de Liandres;Ruiloba; Spain;€€;40;Traditional Cuisine, Farm to table;-42619086;43391873;SI;SI
Kamín;Regidores 4;Leon; Spain;€€€;70;Modern Cuisine;-5569504;425978761;SI;SI
Landua;Lugar O Fieiro;Mazaricos; Spain;€€;40;Contemporary;-91032774;429071228;SI;SI
La Mulata;Andrés del Río 7;Santander; Spain;€€€;70;Seafood;-37961379;434653713;NO;SI
Veiramar Arcade;Avenida Castelao 2;Soutomaior; Spain;€€;40;Seafood;-86116919;423444378;NO;NO
La Terrazita;Antigua N-V;Navalmoral de la Mata; Spain;€€;40;Traditional Cuisine;-55292001;398922309;SI;SI
Koiné;Bazán;Alacant; Spain;€€;40;Mediterranean Cuisine;-4864161;38346219;NO;NO
Cal Xim;Plaza Subirats 5;Sant Pau d'Ordal; Spain;€€;40;Regional Cuisine;17963718;413836704;SI;NO
El Paladar by Zuriñe García;María Díaz de Haro 2;Portugalete; Spain;€€€;70;Basque;-30176712;433219549;SI;NO
Vicus;Enginyer Algarra 51;Pals; Spain;€€;40;Modern Cuisine;31484922;419686962;NO;SI
La Sirena;Avenida de Madrid 14;Petrer; Spain;€€;40;Seafood;-7846724;38478935;NO;SI
Capet;Cometa 5;Barcelona; Spain;€€;40;Seasonal Cuisine;21790772;413821591;SI;NO
Koma;Paseo de los Rosales 48;Collado Mediano; Spain;€€;40;Modern Cuisine, Fusion;-40467294;406917934;NO;NO
Rios O Freixo;Paseo Ribeira 56;Freixo; Spain;€€€;70;Seafood, Galician;-89460133;427941883;SI;NO
Cobo Tradición;Plaza de la Libertad 9;Burgos; Spain;€€;40;Traditional Cuisine;-36988404;423415145;SI;SI
Ikigai Flor Baja;Flor Baja 5;Madrid; Spain;€€€;70;Japanese;-37096183;404221579;NO;NO
Cambium;Plaza del Valle de Tena 7;Sallent de Gállego; Spain;€€;40;Regional Cuisine;-3306931;42772459;SI;NO
Vuelve Carolina;Correos 8;Valencia; Spain;€€;40;Modern Cuisine;-3744938;394697776;SI;NO
Es Arraïtzes;Plaza Major 7;Garos; Spain;€€;40;Peruvian, Fusion;844915;427008602;NO;NO
Chinchín Puerto;Puerto Deportivo Caleta de Vélez;Vélez-Málaga; Spain;€€€;70;Seafood;-40664022;36748846;SI;NO
Cávala;Alameda de Colón 5;Malaga; Spain;€€€;70;Creative;-4424962;36716146;SI;NO
Aitor Rauleaga;Colón de Larreátegui 9;Bilbao; Spain;€€€;70;Basque;-2927777;432624599;NO;SI
VIA;Riera 25;Vic; Spain;€€;40;Regional Cuisine;22534236;419289863;SI;NO
qapaq;Avenida de la Habana 14;Arona; Spain;€€;40;Peruvian;-16724928;280546255;NO;SI
99 sushi bar;Padre Damián 23;Madrid; Spain;€€€€;100;Japanese;-36856124;404586821;SI;NO
Taberna Pedraza;Recoletos 4;Madrid; Spain;€€;40;Traditional Cuisine;-36908664;404221306;NO;SI
Yarza;Císcar 47;Valencia; Spain;€€;40;Traditional Cuisine;-3643917;394642666;NO;NO
Por Herencia;Cánovas del Castillo 9;Murcia; Spain;€€;40;Contemporary;-11259962;379842988;SI;NO
Els Jardins del Tancat;CN-340 KM1059 - Sol de Riu;Alcanar; Spain;€€€;70;Mediterranean Cuisine, Grills;5094499;405287307;NO;SI
Vinum;Mas d’en Bruno;Torroja del Priorat; Spain;€€€;70;Contemporary;805869;412300915;SI;NO
Prebe by Bret;Rúa Nova 8;Lugo; Spain;€€€;70;Farm to table, Meats and Grills;-75588005;430104466;NO;SI
Rocacho Plaza;Plaza del Marqués de Salamanca 9;Madrid; Spain;€€€;70;Traditional Cuisine;-36791737;404299092;SI;SI
Mesón el Centro;Plaza de Cupido;Puerto de Vega; Spain;€€;40;Traditional Cuisine;-66467007;435651474;SI;NO
Es Portal;Carretera de Torroella de Montgrí 17;Pals; Spain;€€;40;Catalan, Seasonal Cuisine;31534472;4198112;SI;NO
La Huertona;Carretera de Junco;Ribadesella; Spain;€€€;70;Seafood, Grills;-50733342;434531008;NO;SI
Abastos 2.0 - Barra;Plaza de Abastos;Santiago de Compostela; Spain;€;40;Modern Cuisine;-8541556;42879967;SI;SI
Los Caballeros;Mayor 58;Santo Domingo de la Calzada; Spain;€€;40;Regional Cuisine;-29532371;424410093;NO;NO
Ozio Gastronómico;Aviador Zorita 37;Madrid; Spain;€€;40;Italian;-3698337;404505152;SI;SI
Asador Marino Tinta Negra;Fructuoso Pérez 12;Almería; Spain;€€;40;Grills;-24644979;368408433;SI;NO
Polea;Almohajar 2;Murcia; Spain;€€;40;Contemporary;-1131;379809233;NO;SI
Gaio;Poza de Bar 2;Santiago de Compostela; Spain;€€;40;Fusion;-85503586;428803551;SI;SI
Leartá;Padre Tarin 6;Seville; Spain;€€€;70;Contemporary, Modern Cuisine;-59962994;373951404;SI;SI
Shinkai Tastem;Carrer D'Ernesto Ferrer 14;Valencia; Spain;€€;40;Japanese;-3550095;394715978;SI;NO
Ronquillo;Menéndez Pelayo 2;Ramales de la Victoria; Spain;€€;40;Regional Cuisine;-34663406;432609534;NO;NO
La Cocina Sitges;Sant Bonaventura 19;Sitges; Spain;€€;40;Contemporary;18075108;412372439;SI;NO
Estimar;Sant Antoni dels Sombrerers 3;Barcelona; Spain;€€€€;100;Seafood;21816663;413841621;NO;NO
Parada de la Reina-Martina Bistró;Tornavacas 2;Plasencia; Spain;€€;40;Modern Cuisine;-60800647;400327704;SI;NO
A Espiga;Santiago 4;A Coruña; Spain;€€;40;Farm to table;-83948142;433698371;NO;SI
Hiu;Avenida del Baix Camp 2;Cambrils; Spain;€€;40;Fusion;1056209;410730555;SI;NO
Toshi;Salvador 5;Valencia; Spain;€€€;70;Mediterranean Cuisine, Traditional Cuisine;-3740854;394770564;NO;NO
Víctor Sánchez-Beato;Alamillos del Tránsito 9;Toledo; Spain;€€;40;Farm to table;-40284706;398559749;SI;SI
La Taberna del Chef del Mar;Puerto Escondido 6;El Puerto de Santa María; Spain;€€;40;Creative;-6223109;365999;SI;NO
Villa Verde;Lugar de Figueiredo 10;Ponte Ulla; Spain;€€;40;Traditional Cuisine;-84029773;427800791;SI;SI
Alameda;Plaza Félix Azpilicueta 1;Fuenmayor; Spain;€€;40;Regional Cuisine;-25612914;424671766;SI;NO
El Palancar;Lugar Convento Palancar;Pedroso de Acim; Spain;€€;40;Traditional Cuisine;-6401951;398220262;SI;NO
Alenda;Castiello de Selorio 23-A;Villaviciosa; Spain;€€;40;Modern Cuisine;-53388276;435046937;SI;NO
Nexe;Abeuradors 4;Girona; Spain;€€€;70;Contemporary;28244733;419834264;SI;NO
Alessandro Maino;Rei En Jaume 5;Castelló de la Plana; Spain;€€;40;International;-409199;399856261;NO;NO
La Villa Agua Amarga;Carretera de Carboneras 18;Agua Amarga; Spain;€€;40;Contemporary;-19337103;369414271;NO;NO
Mas Albereda;Avenida Sant Llorenç 68;Sant Julià de Vilatorta; Spain;€€;40;Traditional Cuisine;23273494;419260464;SI;NO
El Mesón de Gonzalo;Plaza del Poeta Iglesias 10;Salamanca; Spain;€€;40;Traditional Cuisine;-56640497;40964181;SI;SI
Fuentelgato;Real 6;Huerta del Marquesado; Spain;€€€;70;Modern Cuisine;-16861979;401456567;SI;SI
La Guisandera de Piñera;Rosario Pino 12;Madrid; Spain;€€;40;Asturian;-36924811;404621618;SI;NO
ConSentido;Plaza del Mercado 8;Salamanca; Spain;€€€;70;Contemporary;-56627429;409648902;NO;SI
Islares;Mazarredo Zumarkalea;Bilbao; Spain;€€€€;100;Creative;-29353316;432671415;SI;NO
Lana;Ponzano 59;Madrid; Spain;€€€;70;Argentinian, Meats and Grills;-36991787;404413248;NO;SI
La Bombi;Casimiro Sáinz 15;Santander; Spain;€€€;70;Farm to table;-379683;434644;NO;SI
Beluga;Plaza de las Flores 3;Malaga; Spain;€€€;70;Mediterranean Cuisine;-442214;3672015;SI;NO
Los Marinos José;Paseo Marítimo Rey de España 161;Fuengirola; Spain;€€€;70;Seafood;-45906507;365712203;NO;NO
Charolés;Floridablanca 24;San Lorenzo de El Escorial; Spain;€€;40;Traditional Cuisine;-41480754;405910324;NO;NO
Material;Eduardo Vila Fano 3;Malpica de Bergantiños; Spain;€€;40;Traditional Cuisine;-88101968;433235058;NO;NO
Laila;Navalias 10;Mompía; Spain;€€;40;Contemporary;-39188034;434382692;NO;NO
Faralá;Cuesta de Gomérez 11;Granada; Spain;€€€;70;Modern Cuisine;-35952603;371763702;SI;SI
El Quinto Sabor;Avenida de Quitapesares 17;Villaviciosa de Odón; Spain;€€;40;Creative, Spanish;-39005736;403502055;SI;SI
Llisa Negra;Pascual y Genís 10;Valencia; Spain;€€€;70;Farm to table;-3740062;394695042;NO;NO
Ca l'Esteve;Carretera Martorell-Terrassa C 243c;Castellbisbal; Spain;€€;40;Catalan;1967278;414994045;NO;SI
Detapaencepa;Ecuador 18;Vigo; Spain;€€;40;Contemporary;-87224025;422343631;NO;NO
Éleonore;Pablo Laloux 13;Salinas; Spain;€€€;70;Creative;-59544544;435795158;NO;SI
Rivas;Carretera 33;Vega de Tirados; Spain;€€;40;Traditional Cuisine;-58873772;410254669;SI;NO
Túbal;Plaza de Francisco de Navarra 4;Tafalla; Spain;€€;40;Regional Cuisine;-167492;4252767;NO;NO
La Casa de Manolete Bistró;Avenida de Cervantes 10;Córdoba; Spain;€€€;70;Contemporary;-47847287;378880151;NO;NO
Puntarena;Alberto Aguilera 20;Madrid; Spain;€€€;70;Mexican;-37091742;404299761;NO;SI
Koy Hermitage;Carretera General 2;Soldeu; Andorra;€€€€;100;Japanese;16711093;425753498;SI;NO
Virens;Gran Via de Les Corts Catalanes 619;Barcelona; Spain;€€;40;Contemporary, Mediterranean Cuisine;21695083;413906717;NO;SI
Almocadén;Fuensanta 38;Alcaudete; Spain;€€;40;Contemporary, Andalusian;-40763897;375891593;NO;SI
La Cocina de Colacho;Velázquez 15;Playa Blanca; Spain;€€€;70;Traditional Cuisine;-138124042;288621229;SI;SI
Sa Pleta by Marc Fosh;Via de les Coves;Canyamel; Spain;€€€;70;Modern Cuisine;34349219;396503571;NO;SI
Stagier Bar;D'Espartero 11;Palma; Spain;€€;40;Modern Cuisine, Fusion;26345416;395709547;NO;SI
Casa Urola;Fermín Calbetón 20;Donostia / San Sebastián; Spain;€€€;70;Traditional Cuisine;-19844221;433233295;SI;SI
Cooking Almadraba;Plaza de Blas Infante;Conil de la Frontera; Spain;€€€;70;Seafood;-6089724;362804996;SI;SI
Bomborombillos;Pintor Carmelo Palomino 12;Jaén; Spain;€€;40;Modern Cuisine;-3790553;377689214;NO;NO
Travieso;Lentisco 14;Almería; Spain;€€;40;Modern Cuisine;-24443001;368353995;SI;SI
Areia;Ramón Gómez de la Serna 23;Marbella; Spain;€€€;70;Farm to table;-48979308;365096824;SI;SI
Ultramarinos Marín;Balmes 187;Barcelona; Spain;€€€;70;Farm to table;21528234;413967592;NO;SI
Cañitas Maite Gastro;Tomás Pérez Úbeda 6;Casas-Ibáñez; Spain;€€;40;Contemporary;-14695057;392875729;NO;SI
ABYA;José Ortega y Gasset 32;Madrid; Spain;€€€;70;Fusion;-36812581;404301627;NO;SI
Olivos;Galileu 159;Barcelona; Spain;€€€;70;Creative, Contemporary;21336938;413805162;SI;NO
Waman;Avenida Madariaga 5;Bilbao; Spain;€€;40;Peruvian;-29446092;432710636;SI;NO
Open;Manuel Antón 12;Alacant; Spain;€€;40;Modern Cuisine;-4864461;383496847;NO;NO
Narbasu;Palacio de Rubianes;Cereceda; Spain;€€;40;Country cooking, Traditional Cuisine;-5269812;433860873;SI;NO
Kensei;Plaza Playas del Duque;Adeje; Spain;€€€;70;Japanese, Contemporary;-167424804;2809169;NO;SI
Maite;Plaza San Pedro Nolasco 5;Saragossa; Spain;€€;40;Contemporary;-8768169;416529178;NO;SI
